ID,ORDER,StockCode,Name,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
54070,C540850,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2011-01-12 09:41:00,1.25,12665.0,Germany
54213,540900,22189,CREAM HEART CARD HOLDER,4,2011-01-12 11:46:00,3.95,12712.0,Germany
54214,540900,15056P,EDWARDIAN PARASOL PINK,3,2011-01-12 11:46:00,5.95,12712.0,Germany
54215,540900,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,2011-01-12 11:46:00,2.95,12712.0,Germany
54216,540900,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-01-12 11:46:00,4.95,12712.0,Germany
54217,540900,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-01-12 11:46:00,0.55,12712.0,Germany
54218,540900,85049G,CHOCOLATE BOX RIBBONS,12,2011-01-12 11:46:00,1.25,12712.0,Germany
54219,540900,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-01-12 11:46:00,2.55,12712.0,Germany
54220,540900,82494L,WOODEN FRAME ANTIQUE WHITE,12,2011-01-12 11:46:00,2.95,12712.0,Germany
54221,540900,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-01-12 11:46:00,4.95,12712.0,Germany
54222,540900,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-01-12 11:46:00,1.65,12712.0,Germany
54223,540900,POST,POSTAGE,2,2011-01-12 11:46:00,18.0,12712.0,Germany
56213,541093,22472,TV DINNER TRAY DOLLY GIRL,3,2011-01-13 13:21:00,4.95,12471.0,Germany
56214,541093,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2011-01-13 13:21:00,2.95,12471.0,Germany
56215,541093,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-01-13 13:21:00,4.95,12471.0,Germany
56216,541093,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-01-13 13:21:00,1.65,12471.0,Germany
56217,541093,22937,BAKING MOULD CHOCOLATE CUPCAKES,18,2011-01-13 13:21:00,2.55,12471.0,Germany
56218,541093,22423,REGENCY CAKESTAND 3 TIER,48,2011-01-13 13:21:00,10.95,12471.0,Germany
56219,541093,POST,POSTAGE,5,2011-01-13 13:21:00,18.0,12471.0,Germany
56894,541122,22425,ENAMEL COLANDER CREAM,3,2011-01-14 09:23:00,4.95,12708.0,Germany
56895,541122,22199,FRYING PAN RED RETROSPOT,4,2011-01-14 09:23:00,4.25,12708.0,Germany
56896,541122,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-01-14 09:23:00,2.95,12708.0,Germany
56897,541122,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-01-14 09:23:00,2.95,12708.0,Germany
56898,541122,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-01-14 09:23:00,1.25,12708.0,Germany
56899,541122,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-01-14 09:23:00,1.25,12708.0,Germany
56900,541122,21238,RED RETROSPOT CUP,8,2011-01-14 09:23:00,0.85,12708.0,Germany
56901,541122,20674,GREEN POLKADOT BOWL,8,2011-01-14 09:23:00,1.25,12708.0,Germany
56902,541122,22629,SPACEBOY LUNCH BOX,12,2011-01-14 09:23:00,1.95,12708.0,Germany
56903,541122,16161P,WRAP ENGLISH ROSE,25,2011-01-14 09:23:00,0.42,12708.0,Germany
56904,541122,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-01-14 09:23:00,1.25,12708.0,Germany
56905,541122,22962,JAM JAR WITH PINK LID,12,2011-01-14 09:23:00,0.85,12708.0,Germany
56906,541122,21242,RED RETROSPOT PLATE,8,2011-01-14 09:23:00,1.69,12708.0,Germany
56907,541122,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-01-14 09:23:00,1.65,12708.0,Germany
56908,541122,22986,GINGHAM ROSE WRAP,25,2011-01-14 09:23:00,0.42,12708.0,Germany
56909,541122,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,2011-01-14 09:23:00,12.75,12708.0,Germany
56910,541122,84968D,SET OF 16 VINTAGE RED CUTLERY,1,2011-01-14 09:23:00,12.75,12708.0,Germany
56911,541122,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,2011-01-14 09:23:00,12.75,12708.0,Germany
56912,541122,POST,POSTAGE,2,2011-01-14 09:23:00,18.0,12708.0,Germany
56949,541125,21936,RED RETROSPOT PICNIC BAG,10,2011-01-14 10:06:00,2.95,12474.0,Germany
56950,541125,POST,POSTAGE,1,2011-01-14 10:06:00,18.0,12474.0,Germany
58286,541224,21025,SPACE FROG,10,2011-01-14 14:45:00,1.25,12474.0,Germany
58287,541224,21915,RED  HARMONICA IN BOX,12,2011-01-14 14:45:00,1.25,12474.0,Germany
58288,541224,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-01-14 14:45:00,2.95,12474.0,Germany
58289,541224,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2011-01-14 14:45:00,2.95,12474.0,Germany
58290,541224,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2011-01-14 14:45:00,8.5,12474.0,Germany
58291,541224,22668,PINK BABY BUNTING,5,2011-01-14 14:45:00,2.95,12474.0,Germany
58292,541224,22669,RED BABY BUNTING,5,2011-01-14 14:45:00,2.95,12474.0,Germany
58293,541224,21746,SMALL RED RETROSPOT WINDMILL,12,2011-01-14 14:45:00,1.25,12474.0,Germany
58294,541224,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-01-14 14:45:00,9.95,12474.0,Germany
58295,541224,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-01-14 14:45:00,4.95,12474.0,Germany
58296,541224,POST,POSTAGE,1,2011-01-14 14:45:00,18.0,12474.0,Germany
59044,541269,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59045,541269,22628,PICNIC BOXES SET OF 3 RETROSPOT,4,2011-01-17 11:01:00,4.95,12626.0,Germany
59046,541269,22630,DOLLY GIRL LUNCH BOX,12,2011-01-17 11:01:00,1.95,12626.0,Germany
59047,541269,22174,PHOTO CUBE,12,2011-01-17 11:01:00,1.65,12626.0,Germany
59048,541269,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2011-01-17 11:01:00,1.65,12626.0,Germany
59049,541269,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,2011-01-17 11:01:00,9.95,12626.0,Germany
59050,541269,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-01-17 11:01:00,3.75,12626.0,Germany
59051,541269,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-01-17 11:01:00,1.45,12626.0,Germany
59052,541269,22447,PIN CUSHION BABUSHKA BLUE,6,2011-01-17 11:01:00,3.35,12626.0,Germany
59053,541269,22509,SEWING BOX RETROSPOT DESIGN,4,2011-01-17 11:01:00,14.95,12626.0,Germany
59054,541269,22453,MEASURING TAPE BABUSHKA BLUE,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59055,541269,22960,JAM MAKING SET WITH JARS,6,2011-01-17 11:01:00,4.25,12626.0,Germany
59056,541269,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-01-17 11:01:00,1.95,12626.0,Germany
59057,541269,21088,SET/6 FRUIT SALAD PAPER CUPS,12,2011-01-17 11:01:00,0.65,12626.0,Germany
59058,541269,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-01-17 11:01:00,0.85,12626.0,Germany
59059,541269,22894,TABLECLOTH RED APPLES DESIGN,2,2011-01-17 11:01:00,8.5,12626.0,Germany
59060,541269,22551,PLASTERS IN TIN SPACEBOY,12,2011-01-17 11:01:00,1.65,12626.0,Germany
59061,541269,22378,WALL TIDY RETROSPOT,20,2011-01-17 11:01:00,0.85,12626.0,Germany
59062,541269,21054,NURSE'S BAG SOFT TOY,2,2011-01-17 11:01:00,8.95,12626.0,Germany
59063,541269,21055,TOOL BOX SOFT TOY,2,2011-01-17 11:01:00,8.95,12626.0,Germany
59064,541269,20704,MR ROBOT SOFT TOY,8,2011-01-17 11:01:00,1.95,12626.0,Germany
59065,541269,20705,MRS ROBOT SOFT TOY,8,2011-01-17 11:01:00,1.95,12626.0,Germany
59066,541269,22176,BLUE OWL SOFT TOY,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59067,541269,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-01-17 11:01:00,1.25,12626.0,Germany
59068,541269,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59069,541269,21889,WOODEN BOX OF DOMINOES,12,2011-01-17 11:01:00,1.25,12626.0,Germany
59070,541269,22510,GINGHAM BABUSHKA DOORSTOP,8,2011-01-17 11:01:00,1.25,12626.0,Germany
59071,541269,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-01-17 11:01:00,2.1,12626.0,Germany
59072,541269,22617,BAKING SET SPACEBOY DESIGN,3,2011-01-17 11:01:00,4.95,12626.0,Germany
59073,541269,22504,CABIN BAG VINTAGE RETROSPOT,3,2011-01-17 11:01:00,12.75,12626.0,Germany
59074,541269,22449,SILK PURSE BABUSHKA PINK,6,2011-01-17 11:01:00,3.35,12626.0,Germany
59075,541269,20665,RED RETROSPOT PURSE,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59076,541269,22450,SILK PURSE BABUSHKA BLUE,6,2011-01-17 11:01:00,3.35,12626.0,Germany
59077,541269,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59078,541269,22511,RETROSPOT BABUSHKA DOORSTOP,8,2011-01-17 11:01:00,1.25,12626.0,Germany
59079,541269,22898,CHILDRENS APRON APPLES DESIGN,8,2011-01-17 11:01:00,1.95,12626.0,Germany
59080,541269,22303,COFFEE MUG APPLES DESIGN,6,2011-01-17 11:01:00,2.55,12626.0,Germany
59081,541269,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-01-17 11:01:00,0.85,12626.0,Germany
59082,541269,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59083,541269,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-01-17 11:01:00,1.65,12626.0,Germany
59084,541269,21249,WOODLAND  HEIGHT CHART STICKERS,6,2011-01-17 11:01:00,2.95,12626.0,Germany
59085,541269,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-01-17 11:01:00,0.85,12626.0,Germany
59086,541269,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-01-17 11:01:00,0.65,12626.0,Germany
59087,541269,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-01-17 11:01:00,0.85,12626.0,Germany
59088,541269,21156,RETROSPOT CHILDRENS APRON,8,2011-01-17 11:01:00,1.95,12626.0,Germany
59089,541269,22180,RETROSPOT LAMP,5,2011-01-17 11:01:00,9.95,12626.0,Germany
59090,541269,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-01-17 11:01:00,4.95,12626.0,Germany
59091,541269,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-01-17 11:01:00,1.65,12626.0,Germany
59092,541269,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,2011-01-17 11:01:00,2.55,12626.0,Germany
59093,541269,22321,BIRD DECORATION RED RETROSPOT,12,2011-01-17 11:01:00,0.85,12626.0,Germany
59094,541269,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-01-17 11:01:00,4.95,12626.0,Germany
59095,541269,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-01-17 11:01:00,2.55,12626.0,Germany
59096,541269,POST,POSTAGE,8,2011-01-17 11:01:00,18.0,12626.0,Germany
59184,541277,10002,INFLATABLE POLITICAL GLOBE,1,2011-01-17 11:46:00,0.85,12673.0,Germany
59185,541277,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2011-01-17 11:46:00,2.55,12673.0,Germany
59186,541277,21826,EIGHT PIECE DINOSAUR SET,10,2011-01-17 11:46:00,1.25,12673.0,Germany
59187,541277,16235,RECYCLED PENCIL WITH RABBIT ERASER,30,2011-01-17 11:46:00,0.21,12673.0,Germany
59188,541277,20975,12 PENCILS SMALL TUBE RED RETROSPOT,10,2011-01-17 11:46:00,0.65,12673.0,Germany
59189,541277,20974,12 PENCILS SMALL TUBE SKULL,10,2011-01-17 11:46:00,0.65,12673.0,Germany
59190,541277,51014A,"FEATHER PEN,HOT PINK",12,2011-01-17 11:46:00,0.85,12673.0,Germany
59191,541277,51014L,"FEATHER PEN,LIGHT PINK",12,2011-01-17 11:46:00,0.85,12673.0,Germany
59192,541277,47599B,BLUE PARTY BAGS,4,2011-01-17 11:46:00,2.1,12673.0,Germany
59193,541277,47599A,PINK PARTY BAGS,4,2011-01-17 11:46:00,2.1,12673.0,Germany
59194,541277,22562,MONSTERS STENCIL CRAFT,6,2011-01-17 11:46:00,1.25,12673.0,Germany
59195,541277,22563,HAPPY STENCIL CRAFT,6,2011-01-17 11:46:00,1.25,12673.0,Germany
59196,541277,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-01-17 11:46:00,5.45,12673.0,Germany
59197,541277,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-01-17 11:46:00,5.45,12673.0,Germany
59198,541277,22516,CHILDS GARDEN RAKE BLUE,1,2011-01-17 11:46:00,2.1,12673.0,Germany
59199,541277,22619,SET OF 6 SOLDIER SKITTLES,4,2011-01-17 11:46:00,3.75,12673.0,Germany
59200,541277,22128,PARTY CONES CANDY ASSORTED,24,2011-01-17 11:46:00,1.25,12673.0,Germany
59201,541277,22620,4 TRADITIONAL SPINNING TOPS,8,2011-01-17 11:46:00,1.25,12673.0,Germany
59202,541277,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,2011-01-17 11:46:00,2.1,12673.0,Germany
59203,541277,22197,SMALL POPCORN HOLDER,10,2011-01-17 11:46:00,0.85,12673.0,Germany
59204,541277,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-01-17 11:46:00,7.95,12673.0,Germany
59205,541277,22692,DOORMAT WELCOME TO OUR HOME,2,2011-01-17 11:46:00,7.95,12673.0,Germany
59206,541277,48188,DOORMAT WELCOME PUPPIES,1,2011-01-17 11:46:00,7.95,12673.0,Germany
61676,541480,21249,WOODLAND  HEIGHT CHART STICKERS,6,2011-01-18 12:05:00,2.95,12527.0,Germany
61677,541480,21251,DINOSAUR HEIGHT CHART STICKER SET,6,2011-01-18 12:05:00,2.95,12527.0,Germany
61678,541480,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-01-18 12:05:00,0.85,12527.0,Germany
61679,541480,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-01-18 12:05:00,0.85,12527.0,Germany
61680,541480,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-01-18 12:05:00,0.85,12527.0,Germany
61681,541480,20719,WOODLAND CHARLOTTE BAG,10,2011-01-18 12:05:00,0.85,12527.0,Germany
61682,541480,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-01-18 12:05:00,1.25,12527.0,Germany
61683,541480,16168M,FUNKY MONKEY GIFT BAG MEDIUM,24,2011-01-18 12:05:00,0.42,12527.0,Germany
61684,541480,84247L,FAWN AND MUSHROOM GREETING CARD,12,2011-01-18 12:05:00,0.42,12527.0,Germany
61685,541480,POST,POSTAGE,1,2011-01-18 12:05:00,18.0,12527.0,Germany
62995,541517,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2011-01-19 08:34:00,1.25,12665.0,Germany
62996,541517,POST,POSTAGE,1,2011-01-19 08:34:00,18.0,12665.0,Germany
62997,541517,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-01-19 08:34:00,1.25,12665.0,Germany
66146,C541735,22138,BAKING SET 9 PIECE RETROSPOT,-6,2011-01-21 11:35:00,4.95,12626.0,Germany
66147,C541735,22617,BAKING SET SPACEBOY DESIGN,-3,2011-01-21 11:35:00,4.95,12626.0,Germany
66148,C541735,21080,SET/20 RED RETROSPOT PAPER NAPKINS,-5,2011-01-21 11:35:00,0.85,12626.0,Germany
66149,C541735,22908,PACK OF 20 NAPKINS RED APPLES,-2,2011-01-21 11:35:00,0.85,12626.0,Germany
66150,C541735,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-2,2011-01-21 11:35:00,3.75,12626.0,Germany
66151,C541735,22960,JAM MAKING SET WITH JARS,-1,2011-01-21 11:35:00,4.25,12626.0,Germany
68804,541877,22897,OVEN MITT APPLES DESIGN,10,2011-01-24 10:12:00,1.45,12559.0,Germany
68805,541877,22721,SET OF 3 CAKE TINS SKETCHBOOK,9,2011-01-24 10:12:00,4.95,12559.0,Germany
68806,541877,22896,PEG BAG APPLES DESIGN,6,2011-01-24 10:12:00,2.55,12559.0,Germany
68807,541877,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-01-24 10:12:00,3.95,12559.0,Germany
68808,541877,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,36,2011-01-24 10:12:00,2.95,12559.0,Germany
68809,541877,22900,SET 2 TEA TOWELS I LOVE LONDON,6,2011-01-24 10:12:00,2.95,12559.0,Germany
68810,541877,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-24 10:12:00,12.75,12559.0,Germany
68811,541877,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-01-24 10:12:00,0.42,12559.0,Germany
68812,541877,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-01-24 10:12:00,8.5,12559.0,Germany
68813,541877,22302,COFFEE MUG PEARS  DESIGN,18,2011-01-24 10:12:00,2.55,12559.0,Germany
68814,541877,22303,COFFEE MUG APPLES DESIGN,12,2011-01-24 10:12:00,2.55,12559.0,Germany
68815,541877,22973,CHILDREN'S CIRCUS PARADE MUG,12,2011-01-24 10:12:00,1.65,12559.0,Germany
68816,541877,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-01-24 10:12:00,0.85,12559.0,Germany
68817,541877,21981,PACK OF 12 WOODLAND TISSUES,24,2011-01-24 10:12:00,0.29,12559.0,Germany
68818,541877,21680,WOODLAND  STICKERS,12,2011-01-24 10:12:00,0.85,12559.0,Germany
68819,541877,22704,WRAP RED APPLES,25,2011-01-24 10:12:00,0.42,12559.0,Germany
68820,541877,22494,EMERGENCY FIRST AID TIN,12,2011-01-24 10:12:00,1.25,12559.0,Germany
68821,541877,22834,HAND WARMER BABUSHKA DESIGN,12,2011-01-24 10:12:00,2.1,12559.0,Germany
68822,541877,21656,RIDGED GLASS POSY VASE,6,2011-01-24 10:12:00,1.45,12559.0,Germany
68823,541877,POST,POSTAGE,2,2011-01-24 10:12:00,18.0,12559.0,Germany
69131,541962,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-24 12:58:00,2.95,12693.0,Germany
69132,541962,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-01-24 12:58:00,2.95,12693.0,Germany
69133,541962,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-24 12:58:00,2.55,12693.0,Germany
69134,541962,22627,MINT KITCHEN SCALES,2,2011-01-24 12:58:00,8.5,12693.0,Germany
69135,541962,85014B,RED RETROSPOT UMBRELLA,3,2011-01-24 12:58:00,5.95,12693.0,Germany
69136,541962,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2011-01-24 12:58:00,2.95,12693.0,Germany
69137,541962,22202,MILK PAN PINK POLKADOT,4,2011-01-24 12:58:00,3.75,12693.0,Germany
69138,541962,21880,RED RETROSPOT TAPE,12,2011-01-24 12:58:00,0.65,12693.0,Germany
69139,541962,POST,POSTAGE,2,2011-01-24 12:58:00,18.0,12693.0,Germany
69154,541965,22180,RETROSPOT LAMP,4,2011-01-24 13:27:00,9.95,12625.0,Germany
69155,541965,20828,GLITTER BUTTERFLY CLIPS,18,2011-01-24 13:27:00,2.55,12625.0,Germany
69156,541965,21787,RAIN PONCHO RETROSPOT,24,2011-01-24 13:27:00,0.85,12625.0,Germany
69157,541965,22704,WRAP RED APPLES,25,2011-01-24 13:27:00,0.42,12625.0,Germany
69158,541965,22709,WRAP WEDDING DAY,25,2011-01-24 13:27:00,0.42,12625.0,Germany
69159,541965,22046,TEA PARTY  WRAPPING PAPER,25,2011-01-24 13:27:00,0.42,12625.0,Germany
69160,541965,22711,WRAP CIRCUS PARADE,25,2011-01-24 13:27:00,0.42,12625.0,Germany
69161,541965,22710,WRAP I LOVE LONDON,25,2011-01-24 13:27:00,0.42,12625.0,Germany
69162,541965,22706,WRAP COWBOYS,25,2011-01-24 13:27:00,0.42,12625.0,Germany
69163,541965,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-24 13:27:00,0.42,12625.0,Germany
69164,541965,22037,ROBOT BIRTHDAY CARD,12,2011-01-24 13:27:00,0.42,12625.0,Germany
69165,541965,22025,RING OF ROSES BIRTHDAY CARD,12,2011-01-24 13:27:00,0.42,12625.0,Germany
69166,541965,21507,"ELEPHANT, BIRTHDAY CARD,",12,2011-01-24 13:27:00,0.42,12625.0,Germany
69167,541965,21508,VINTAGE KID DOLLY CARD,12,2011-01-24 13:27:00,0.42,12625.0,Germany
69168,541965,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,2011-01-24 13:27:00,0.42,12625.0,Germany
69169,541965,22814,CARD PARTY GAMES,12,2011-01-24 13:27:00,0.42,12625.0,Germany
69170,541965,22813,PACK 3 BOXES BIRD PANNETONE,36,2011-01-24 13:27:00,1.95,12625.0,Germany
69171,541965,22742,MAKE YOUR OWN PLAYTIME CARD KIT,18,2011-01-24 13:27:00,2.95,12625.0,Germany
69172,541965,22744,MAKE YOUR OWN MONSOON CARD KIT,18,2011-01-24 13:27:00,2.95,12625.0,Germany
69173,541965,22903,CALENDAR FAMILY FAVOURITES,6,2011-01-24 13:27:00,2.95,12625.0,Germany
69174,541965,21249,WOODLAND  HEIGHT CHART STICKERS,12,2011-01-24 13:27:00,2.95,12625.0,Germany
69175,541965,21251,DINOSAUR HEIGHT CHART STICKER SET,12,2011-01-24 13:27:00,2.95,12625.0,Germany
69176,541965,22534,MAGIC DRAWING SLATE SPACEBOY,24,2011-01-24 13:27:00,0.42,12625.0,Germany
69177,541965,22535,MAGIC DRAWING SLATE BUNNIES,24,2011-01-24 13:27:00,0.42,12625.0,Germany
69178,541965,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-01-24 13:27:00,0.42,12625.0,Germany
69179,541965,22551,PLASTERS IN TIN SPACEBOY,12,2011-01-24 13:27:00,1.65,12625.0,Germany
69180,541965,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-01-24 13:27:00,1.65,12625.0,Germany
69181,541965,22555,PLASTERS IN TIN STRONGMAN,12,2011-01-24 13:27:00,1.65,12625.0,Germany
69182,541965,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-01-24 13:27:00,1.65,12625.0,Germany
69183,541965,22179,SET 10 LIGHTS NIGHT OWL,6,2011-01-24 13:27:00,6.75,12625.0,Germany
69184,541965,22899,CHILDREN'S APRON DOLLY GIRL,6,2011-01-24 13:27:00,2.1,12625.0,Germany
69185,541965,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-01-24 13:27:00,1.95,12625.0,Germany
69186,541965,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,2011-01-24 13:27:00,10.95,12625.0,Germany
69187,541965,22242,5 HOOK HANGER MAGIC TOADSTOOL,24,2011-01-24 13:27:00,1.65,12625.0,Germany
69188,541965,22418,10 COLOUR SPACEBOY PEN,24,2011-01-24 13:27:00,0.85,12625.0,Germany
69189,541965,22432,WATERING CAN PINK BUNNY,12,2011-01-24 13:27:00,1.95,12625.0,Germany
69190,541965,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,2011-01-24 13:27:00,5.45,12625.0,Germany
69191,541965,47566,PARTY BUNTING,10,2011-01-24 13:27:00,4.65,12625.0,Germany
69192,541965,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-01-24 13:27:00,1.25,12625.0,Germany
69193,541965,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-01-24 13:27:00,1.25,12625.0,Germany
69194,541965,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-01-24 13:27:00,1.25,12625.0,Germany
69195,541965,22087,PAPER BUNTING WHITE LACE,24,2011-01-24 13:27:00,2.95,12625.0,Germany
69196,541965,22088,PAPER BUNTING COLOURED LACE,24,2011-01-24 13:27:00,2.95,12625.0,Germany
69197,541965,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-01-24 13:27:00,2.95,12625.0,Germany
69198,541965,22857,ASSORTED EASTER GIFT TAGS,12,2011-01-24 13:27:00,0.85,12625.0,Germany
69199,541965,22311,OFFICE MUG WARMER BLACK+SILVER,6,2011-01-24 13:27:00,2.95,12625.0,Germany
69200,541965,22423,REGENCY CAKESTAND 3 TIER,16,2011-01-24 13:27:00,10.95,12625.0,Germany
69201,541965,22961,JAM MAKING SET PRINTED,24,2011-01-24 13:27:00,1.45,12625.0,Germany
69202,541965,22962,JAM JAR WITH PINK LID,36,2011-01-24 13:27:00,0.85,12625.0,Germany
69203,541965,22963,JAM JAR WITH GREEN LID,36,2011-01-24 13:27:00,0.85,12625.0,Germany
69204,541965,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2011-01-24 13:27:00,2.95,12625.0,Germany
69205,541965,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,12,2011-01-24 13:27:00,1.25,12625.0,Germany
69206,541965,POST,POSTAGE,7,2011-01-24 13:27:00,18.0,12625.0,Germany
70487,542080,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2011-01-25 12:16:00,3.75,13815.0,Germany
70488,542080,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-01-25 12:16:00,1.25,13815.0,Germany
70489,542080,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-01-25 12:16:00,1.25,13815.0,Germany
70490,542080,22741,FUNKY DIVA PEN,48,2011-01-25 12:16:00,0.85,13815.0,Germany
70491,542080,22740,POLKADOT PEN,48,2011-01-25 12:16:00,0.85,13815.0,Germany
70492,542080,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-01-25 12:16:00,1.65,13815.0,Germany
70493,542080,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-01-25 12:16:00,0.85,13815.0,Germany
70494,542080,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-01-25 12:16:00,0.65,13815.0,Germany
70495,542080,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-01-25 12:16:00,0.85,13815.0,Germany
70496,542080,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2011-01-25 12:16:00,3.25,13815.0,Germany
70497,542080,22960,JAM MAKING SET WITH JARS,6,2011-01-25 12:16:00,4.25,13815.0,Germany
70498,542080,20675,BLUE POLKADOT BOWL,8,2011-01-25 12:16:00,1.25,13815.0,Germany
70499,542080,21240,BLUE POLKADOT CUP,8,2011-01-25 12:16:00,0.85,13815.0,Germany
70500,542080,21242,RED RETROSPOT PLATE,8,2011-01-25 12:16:00,1.69,13815.0,Germany
70501,542080,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-01-25 12:16:00,3.75,13815.0,Germany
70502,542080,20676,RED RETROSPOT BOWL,8,2011-01-25 12:16:00,1.25,13815.0,Germany
70503,542080,21238,RED RETROSPOT CUP,8,2011-01-25 12:16:00,0.85,13815.0,Germany
70504,542080,21156,RETROSPOT CHILDRENS APRON,8,2011-01-25 12:16:00,1.95,13815.0,Germany
